harder | negative: 0.000030
literally | deceptive: 0.000091
register | positive: 0.000043
sandwhich | positive: 0.000043
ladies | negative: 0.000030
knowledgable | deceptive: 0.000036
sighbut | deceptive: 0.000018
admit | positive: 0.000043
skipping | truthful: 0.000017
entree | positive: 0.000022
8900 | positive: 0.000043
birthday | negative: 0.000106
dank | positive: 0.000022
tvs | negative: 0.000075
grilled | positive: 0.000022
iron | truthful: 0.000052
answer | positive: 0.000022
execute | positive: 0.000043
38 | deceptive: 0.000018
caring | negative: 0.000015
vast | truthful: 0.000017
brightly | truthful: 0.000017
superbly | deceptive: 0.000036
sudden | positive: 0.000065
watching | deceptive: 0.000091
handy | deceptive: 0.000091
towards | truthful: 0.000052
lend | positive: 0.000043
loose | positive: 0.000022
via | deceptive: 0.000109
proceeded | positive: 0.000043
ripped | deceptive: 0.000018
sixth | deceptive: 0.000018
handful | deceptive: 0.000054
grit | truthful: 0.000017
inspiring | negative: 0.000030
groove | truthful: 0.000035
ladies | truthful: 0.000052
played | truthful: 0.000017
bumped | positive: 0.000022
districti | positive: 0.000043
condom | deceptive: 0.000036
reviewmaybe | truthful: 0.000035
secondwind | deceptive: 0.000036
outmoded | positive: 0.000022
rockers | positive: 0.000043
clientele | truthful: 0.000052
200person | negative: 0.000030
350night | negative: 0.000030
checkout | deceptive: 0.000127
retired | negative: 0.000015
90000 | truthful: 0.000035
these | truthful: 0.000627
grade | positive: 0.000022
loss | deceptive: 0.000018
lincoln | deceptive: 0.000036
scanning | negative: 0.000030
edge | negative: 0.000060
praise | deceptive: 0.000036
ands | deceptive: 0.000036
excellence | negative: 0.000015
paid | positive: 0.000368
ample | negative: 0.000045
unexpected | positive: 0.000108
plan | truthful: 0.000122
leak | positive: 0.000022
framesi | deceptive: 0.000018
interfered | truthful: 0.000017
extented | deceptive: 0.000018
44day | negative: 0.000030
flaky | truthful: 0.000017
horrid | negative: 0.000045
transportation | negative: 0.000045
modifications | positive: 0.000022
childrens | positive: 0.000022
20th | negative: 0.000030
snug | truthful: 0.000035
living | deceptive: 0.000200
shaving | negative: 0.000030
sloppy | deceptive: 0.000036
smudges | deceptive: 0.000036
dismal | deceptive: 0.000036
shoe | deceptive: 0.000036
pricepoint | positive: 0.000043
memory | truthful: 0.000017
england | truthful: 0.000035
annoyed | truthful: 0.000105
teenage | positive: 0.000087
entering | truthful: 0.000052
decker | positive: 0.000022
office | deceptive: 0.000073
until | positive: 0.000216
pulp | positive: 0.000022
supply | negative: 0.000045
doublebed | deceptive: 0.000018
highend | deceptive: 0.000091
shifts | deceptive: 0.000018
lol | truthful: 0.000035
christopher | deceptive: 0.000018
shaped | truthful: 0.000017
beholder | negative: 0.000030
streets | truthful: 0.000052
jaded | truthful: 0.000035
gain | deceptive: 0.000054
slightest | positive: 0.000022
ultra | negative: 0.000030
compartment | negative: 0.000030
captured | deceptive: 0.000036
24hour | negative: 0.000030
saks | truthful: 0.000035
laterthere | deceptive: 0.000018
upthis | deceptive: 0.000018
apart | truthful: 0.000052
drawback | deceptive: 0.000018
impressing | truthful: 0.000035
overheard | negative: 0.000015
caliber | negative: 0.000030
10day | negative: 0.000030
offer | positive: 0.000627
consider | truthful: 0.000105
teens | truthful: 0.000035
pleasent | deceptive: 0.000018
begain | positive: 0.000043
bellhops | truthful: 0.000052
interestingly | negative: 0.000030
productivity | truthful: 0.000017
crowdtheres | truthful: 0.000035
mercury | negative: 0.000030
moviesondemand | negative: 0.000030
military | truthful: 0.000017
hoped | negative: 0.000075
praise | positive: 0.000022
keefer | positive: 0.000043
help | truthful: 0.000488
interattive | negative: 0.000030
science | truthful: 0.000035
mouths | positive: 0.000022
marginally | positive: 0.000022
garages | truthful: 0.000035
onebedroom | truthful: 0.000035
comfortablewhat | positive: 0.000022
convienent | positive: 0.000022
grab | truthful: 0.000035
bathtubshower | positive: 0.000022
delious | deceptive: 0.000036
bothi | positive: 0.000022
mp3 | negative: 0.000045
guard | deceptive: 0.000018
equipment | truthful: 0.000070
escorting | negative: 0.000030
watereddown | negative: 0.000030
concrete | truthful: 0.000087
gymworkout | negative: 0.000030
screams | positive: 0.000022
marveling | positive: 0.000043
upholstery | negative: 0.000030
denied | deceptive: 0.000036
viewi | truthful: 0.000035
westin | truthful: 0.000052
equally | truthful: 0.000035
vastly | truthful: 0.000035
cutrate | negative: 0.000030
cannot | truthful: 0.000192
indescriable | positive: 0.000022
offerings | truthful: 0.000017
drug | positive: 0.000022
whatever | truthful: 0.000052
cons | deceptive: 0.000018
pump | positive: 0.000389
acknowledging | truthful: 0.000035
wrote | positive: 0.000022
tomato | positive: 0.000022
crew | negative: 0.000090
drivers | negative: 0.000060
snooty | negative: 0.000090
luxurious | negative: 0.000271
necessities | positive: 0.000043
deserves | negative: 0.000015
cutesy | deceptive: 0.000036
weeks | negative: 0.000256
amy | deceptive: 0.000036
155 | truthful: 0.000035
sad | positive: 0.000022
lop | deceptive: 0.000018
marginal | positive: 0.000043
app | negative: 0.000030
unusable | negative: 0.000045
lakeviewbreakfast | deceptive: 0.000018
assume | negative: 0.000121
returning | positive: 0.000108
unpacked | negative: 0.000015
antipasti | negative: 0.000015
order | deceptive: 0.000272
streamlined | positive: 0.000043
launching | deceptive: 0.000036
festivals | negative: 0.000015
maker | negative: 0.000090
rundown | negative: 0.000060
contacted | deceptive: 0.000018
2009 | truthful: 0.000035
doors | negative: 0.000271
unsatisfied | positive: 0.000022
musically | deceptive: 0.000036
situations | deceptive: 0.000018
ultimate | negative: 0.000030
tough | truthful: 0.000052
spite | deceptive: 0.000073
expiration | positive: 0.000022
organic | negative: 0.000030
anyway | deceptive: 0.000091
rescued | negative: 0.000030
prepayment | negative: 0.000030
cinch | negative: 0.000015
upmost | deceptive: 0.000054
allergic | deceptive: 0.000054
yucky | negative: 0.000030
arguments | deceptive: 0.000036
acknowledged | truthful: 0.000035
create | positive: 0.000043
boat | deceptive: 0.000036
likenew | negative: 0.000015
manager | truthful: 0.000784
theres | positive: 0.000303
neighbors | positive: 0.000022
dated | truthful: 0.000157
choking | positive: 0.000022
knots | deceptive: 0.000036
garage | negative: 0.000181
kleenex | positive: 0.000022
partying | truthful: 0.000017
72409 | truthful: 0.000035
spa | positive: 0.000736
decline | deceptive: 0.000036
fashion | positive: 0.000022
arguing | positive: 0.000022
thumbs | truthful: 0.000017
heres | deceptive: 0.000036
kimpton | positive: 0.000130
whatthey | truthful: 0.000035
norton | truthful: 0.000035
experienced | negative: 0.000166
broadside | positive: 0.000022
winter | positive: 0.000108
acknowledgment | deceptive: 0.000018
outcomes | positive: 0.000022
impeccabletalk | negative: 0.000015
showing | negative: 0.000090
billed | truthful: 0.000087
their | truthful: 0.001533
still | truthful: 0.000889
evidently | negative: 0.000030
caring | positive: 0.000043
riding | positive: 0.000022
anyhow | deceptive: 0.000054
hope | deceptive: 0.000181
pastry | deceptive: 0.000054
enclosed | truthful: 0.000035
center | positive: 0.000649
togo | negative: 0.000015
allergy | truthful: 0.000017
rooms | truthful: 0.003572
wads | negative: 0.000030
stops | negative: 0.000121
initial | truthful: 0.000052
closed | truthful: 0.000227
government | truthful: 0.000035
but | positive: 0.005344
birthdaygreat | negative: 0.000015
haggard | truthful: 0.000017
relaxation | truthful: 0.000017
coffeemaker | negative: 0.000030
provider | negative: 0.000030
gathered | truthful: 0.000035
hooked | positive: 0.000022
designers | negative: 0.000015
irritatingly | positive: 0.000022
these | deceptive: 0.000472
thirty | positive: 0.000022
believe | negative: 0.000271
18 | deceptive: 0.000036
beggars | positive: 0.000022
keeps | negative: 0.000045
attempts | truthful: 0.000052
progresses | truthful: 0.000017
curb | truthful: 0.000035
upscale | negative: 0.000136
paper | positive: 0.000065
science | positive: 0.000065
heartedly | truthful: 0.000017
supportive | positive: 0.000022
authentic | positive: 0.000065
lennon | truthful: 0.000035
dave | negative: 0.000015
atrium | positive: 0.000043
certainly | negative: 0.000241
case | deceptive: 0.000145
lifeltime | deceptive: 0.000036
specacular | truthful: 0.000035
adjust | negative: 0.000045
upgrading | truthful: 0.000035
stari | deceptive: 0.000018
fold | deceptive: 0.000018
hopefully | deceptive: 0.000054
duvet | deceptive: 0.000018
too | deceptive: 0.001197
donald | negative: 0.000015
hell | negative: 0.000060
bare | deceptive: 0.000036
trump | negative: 0.000060
clerk | deceptive: 0.000707
inconvenient | deceptive: 0.000018
marshmallow | positive: 0.000022
present | truthful: 0.000105
reasonably | positive: 0.000043
allegro | deceptive: 0.000435
drained | negative: 0.000045
dryer | deceptive: 0.000073
doubled | deceptive: 0.000018
gel | truthful: 0.000017
roaming | deceptive: 0.000036
meridian | truthful: 0.000070
replaced | truthful: 0.000087
present | negative: 0.000106
tattered | deceptive: 0.000036
bite | deceptive: 0.000018
beforelooking | deceptive: 0.000018
entry | positive: 0.000043
labor | deceptive: 0.000036
knowledgeable | negative: 0.000030
ave | truthful: 0.000801
marginally | truthful: 0.000035
disagreeable | positive: 0.000022
pouring | negative: 0.000030
centrally | positive: 0.000065
shy | positive: 0.000043
futons | deceptive: 0.000018
conrad | positive: 0.000325
tshirt | deceptive: 0.000018
corners | truthful: 0.000035
edges | positive: 0.000022
buds | positive: 0.000043
comparing | positive: 0.000022
tours | deceptive: 0.000036
guestrooms | positive: 0.000087
polyester | negative: 0.000030
rolls | negative: 0.000045
engineers | positive: 0.000022
background | negative: 0.000030
exclusive | truthful: 0.000052
hooking | deceptive: 0.000036
twodozen | positive: 0.000022
cable | deceptive: 0.000054
clear | deceptive: 0.000091
heartbeat | truthful: 0.000052
wtf | positive: 0.000022
meat | truthful: 0.000070
come | positive: 0.000649
hampton | truthful: 0.000052
watresses | truthful: 0.000035
ironing | deceptive: 0.000036
painless | truthful: 0.000052
knowledgeable | truthful: 0.000070
claim | positive: 0.000043
carspollution | deceptive: 0.000018
cupbut | deceptive: 0.000018
sighted | truthful: 0.000035
liquor | positive: 0.000043
talk | deceptive: 0.000054
shop | deceptive: 0.000091
failure | positive: 0.000022
wet | deceptive: 0.000127
inconvenience | deceptive: 0.000091
colleagues | truthful: 0.000035
lifelong | positive: 0.000043
lacking | truthful: 0.000105
towers | positive: 0.000346
refuting | deceptive: 0.000036
flies | negative: 0.000015
behavior | positive: 0.000022
kick | deceptive: 0.000018
24days | positive: 0.000043
lobbys | deceptive: 0.000036
gasp | positive: 0.000043
frabreez | positive: 0.000022
albeit | deceptive: 0.000036
shops | negative: 0.000030
confidence | negative: 0.000030
allocated | positive: 0.000022
tried | deceptive: 0.000200
linen | negative: 0.000030
rave | positive: 0.000022
urge | positive: 0.000043
while | deceptive: 0.001814
tvdvdstereo | negative: 0.000015
adorable | deceptive: 0.000018
unimpressed | positive: 0.000043
pieces | truthful: 0.000035
finances | deceptive: 0.000036
park | negative: 0.000513
petfriendly | negative: 0.000030
chaotic | positive: 0.000022
romantic | deceptive: 0.000290
iron | deceptive: 0.000073
rose | truthful: 0.000017
sweets | positive: 0.000043
million | deceptive: 0.000073
electrical | truthful: 0.000035
swear | deceptive: 0.000054
receptionists | negative: 0.000030
downright | positive: 0.000043
disgust | negative: 0.000030
recommended | positive: 0.000346
shrouded | positive: 0.000022
occur | positive: 0.000022
lettuce | deceptive: 0.000054
allthe | negative: 0.000030
pettiness | negative: 0.000030
consultant | negative: 0.000045
act | truthful: 0.000052
honoring | truthful: 0.000035
northwestern | positive: 0.000022
achieve | truthful: 0.000017
instructions | deceptive: 0.000018
reno | positive: 0.000043
28day | negative: 0.000015
mildewed | deceptive: 0.000036
bagel | deceptive: 0.000018
historic | truthful: 0.000209
missing | negative: 0.000181
complete | negative: 0.000166
wonderland | positive: 0.000043
form | negative: 0.000045
fully | negative: 0.000106
chihuahua | positive: 0.000043
megaphones | deceptive: 0.000018
perhaps | truthful: 0.000244
dreams | negative: 0.000030
dwarfed | deceptive: 0.000018
fireworks | negative: 0.000015
yahoo | positive: 0.000022
gushed | negative: 0.000030
scrumptious | positive: 0.000043
scowled | negative: 0.000060
travelled | deceptive: 0.000018
untili | negative: 0.000045
grantmillenium | positive: 0.000043
curb | deceptive: 0.000018
requesting | positive: 0.000043
appalled | deceptive: 0.000036
dissatisfaction | positive: 0.000022
wives | negative: 0.000030
blunt | deceptive: 0.000036
oatmeal | negative: 0.000015
interior | negative: 0.000060
lush | negative: 0.000015
skyline | truthful: 0.000070
